"Essex","Invoice Charges","952.80","1410.56","2.91","14.64","478.80","11.22","283.11","2552.40","22.46","2349.39","32.43","8110.72","Payments","0.00","193.02","0.00","14.64","10.39","0.00","193.07","0.00","0.00","25.09","0.00","436.21","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Everett","Invoice Charges","0.00","1149.40","0.00","928.87","7.64","7.91","608.96","338.10","11.14","10.78","2338.70","5401.50","Payments","194.01","0.00","0.00","25.02","0.00","194.06","0.00","0.00","11.14","10.78","197.27","632.28","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Fairhaven","Invoice Charges","2502.12","10.63","9.60","1160.70","936.17","18.66","1130.19","23.54","23.54","270.40","2689.59","8775.14","Payments","0.00","10.63","9.60","4.78","195.05","0.00","0.00","23.54","1.53","195.10","(195.10)","245.13","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Fall River","Invoice Charges","2858.24","2521.82","10.96","32.55","1171.54","27.16","26.40","1142.69","32.13","597.28","302.33","8723.10","Payments","0.00","0.00","0.00","196.04","0.00","0.00","25.06","0.00","196.09","(196.09)","0.00","221.10","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Falmouth","Invoice Charges","2967.70","2657.73","11.38","1647.77","29.12","30.21","1384.08","2036.08","141.91","63.89","515.50","11485.37","Payments","0.00","0.00","197.03","0.00","0.00","25.05","0.00","197.08","(197.08)","0.00","0.00","222.08","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Fitchburg","Invoice Charges","0.00","1035.07","0.00","6.76","1617.95","10.34","10.05","581.11","32.89","933.77","16.96","4244.90","Payments","0.00","198.02","0.00","0.00","25.04","0.00","198.07","(198.07)","0.00","0.00","16.96","240.02","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Florida","Invoice Charges","794.28","2.53","2.28","2090.24","1860.94","19.22","628.46","41.96","22.15","1171.56","948.22","7581.84","Payments","199.01","0.00","0.00","25.03","0.00","199.06","(199.06)","0.00","0.00","25.09","199.11","448.24","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Foxborough","Invoice Charges","0.00","2809.50","0.00","2350.27","2108.78","130.90","2107.25","1846.37","48.07","46.61","1197.59","12645.34","Payments","0.00","0.00","0.00","25.02","200.05","(200.05)","0.00","0.00","25.08","200.10","0.00","250.20","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Framingham","Invoice Charges","233.40","127.05","0.90","2571.46","2440.67","42.70","1065.17","948.50","31.31","1644.09","37.57","9142.82","Payments","0.00","25.01","0.00","201.04","(201.04)","0.00","0.00","25.07","201.09","0.00","0.00","251.17","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Franklin","Invoice Charges","342.85","234.88","1.32","353.02","2593.46","14.97","14.53","1058.11","18.60","1868.07","1641.10","8140.91","Payments","0.00","0.00","202.03","(202.03)","0.00","0.00","14.53","212.61","0.00","0.00","0.00","227.14","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Freetown","Invoice Charges","683.69","345.79","105.83","496.01","254.23","7.99","1301.01","12.58","12.63","2099.95","1871.59","7191.30","Payments","0.00","203.02","(203.02)","0.00","0.00","7.99","220.13","0.00","0.00","0.00","0.00","228.12","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Gardner","Invoice Charges","454.45","789.80","21.73","8.41","475.09","7.31","132.36","1300.43","12.55","2339.76","2110.22","7652.11","Payments","204.01","(204.01)","0.00","0.00","25.04","204.06","0.00","0.00","0.00","0.00","229.21","458.31","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Georgetown","Invoice Charges","0.00","454.49","0.00","924.80","5.55","4.89","238.24","132.03","6.48","2575.94","2344.03","6686.45","Payments","0.00","0.00","0.00","25.03","205.05","0.00","0.00","0.00","0.00","230.19","0.00","460.27","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Gill","Invoice Charges","801.66","3.40","3.07","1153.49","928.25","11.28","353.94","246.34","13.88","260.11","2583.70","6359.12","Payments","0.00","0.00","3.07","227.99","0.00","0.00","0.00","0.00","219.97","11.20","0.00","462.23","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Gloucester","Invoice Charges","921.62","805.65","3.53","9.35","1156.26","11.31","694.93","357.32","14.84","484.29","264.45","4723.55","Payments","0.00","25.01","207.03","0.00","0.00","0.00","0.00","232.15","0.00","0.00","0.00","464.19","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Goshen","Invoice Charges","1043.68","926.14","3.21","1625.54","13.93","14.46","468.68","699.53","18.49","17.93","488.48","5320.07","Payments","0.00","208.02","0.00","0.00","0.00","0.00","233.13","0.00","0.00","0.00","0.00","441.15","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Gosnold","Invoice Charges","0.00","1043.78","0.00","1856.74","1625.55","18.33","16.88","472.16","19.46","940.06","23.53","6016.49","Payments","209.01","0.00","0.00","0.00","0.00","227.39","6.72","0.00","0.00","0.00","209.11","652.23","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Grafton","Invoice Charges","1294.09","5.50","4.96","2093.24","1863.95","21.35","822.71","24.90","25.01","1174.37","950.36","8280.44","Payments","0.00","0.00","0.00","0.00","235.09","0.00","0.00","0.00","0.00","210.10","25.10","470.29","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Granby","Invoice Charges","126.18","1294.75","0.48","2338.56","2102.16","23.89","945.15","830.02","31.51","29.75","1180.83","8903.28","Payments","0.00","0.00","0.00","236.07","0.00","0.00","0.00","0.00","211.09","25.09","0.00","472.25","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Granville","Invoice Charges","233.65","127.18","0.90","2570.76","2338.64","21.36","1064.82","948.01","29.09","1642.66","36.09","9013.16","Payments","0.00","0.00","212.93","24.12","0.00","0.00","0.00","212.08","25.08","0.00","0.00","474.21","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Great Barrington","Invoice Charges","343.22","235.14","0.50","249.78","2572.05","13.41","13.04","1056.78","17.00","1866.51","1639.49","8006.92","Payments","0.00","238.03","0.00","0.00","0.00","0.00","213.07","25.07","0.00","0.00","0.00","476.17","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Greenfield","Invoice Charges","684.39","2.00","345.05","473.34","252.82","6.54","1300.04","11.08","11.12","2098.49","1870.07","7054.94","Payments","214.01","0.00","0.00","0.00","0.00","214.06","25.06","0.00","0.00","0.00","214.11","667.24","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Groton","Invoice Charges","454.93","1.93","686.20","4.85","474.58","5.97","132.02","1301.13","11.97","2339.20","2108.72","7521.50","Payments","0.00","0.00","0.00","0.00","215.05","5.97","19.08","0.00","0.00","215.10","0.00","455.20","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Groveland","Invoice Charges","0.00","0.00","454.97","923.08","4.77","4.93","238.51","132.13","6.44","2575.01","2344.00","6683.84","Payments","0.00","0.00","0.00","216.04","4.77","4.93","15.34","0.00","216.09","0.00","25.10","482.27","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hadley","Invoice Charges","802.48","3.28","2.84","1152.20","927.27","9.99","352.93","245.03","11.25","258.30","2580.95","6346.52","Payments","31.01","31.02","248.06","162.20","63.13","31.06","31.07","248.16","31.09","216.89","63.31","1157.00","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Halifax","Invoice Charges","922.56","3.78","805.03","5.93","1155.68","9.91","694.15","355.09","13.04","482.36","14.04","4461.57","Payments","32.01","250.04","57.05","32.04","188.27","32.06","250.14","32.08","45.13","214.84","32.11","1165.77","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hamilton","Invoice Charges","1044.73","3.51","925.82","1621.84","13.77","14.29","468.09","700.10","18.25","17.73","488.27","5316.40","Payments","219.01","3.51","21.50","0.00","0.00","219.06","0.00","25.07","0.00","0.00","219.11","707.26","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hampden","Invoice Charges","0.00","0.00","1044.83","1854.43","1626.40","18.28","17.74","18.34","18.38","939.02","21.51","5558.93","Payments","0.00","0.00","0.00","0.00","220.05","0.00","17.74","7.32","0.00","220.10","0.00","465.21","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hancock","Invoice Charges","1188.21","5.05","4.56","2092.79","1862.60","20.92","20.25","20.99","21.08","1169.65","946.35","7352.45","Payments","0.00","0.00","0.00","221.04","0.00","20.92","4.13","0.00","221.09","0.00","0.00","467.18","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hanover","Invoice Charges","131.06","0.56","1200.47","2332.27","14.13","14.60","884.17","804.76","20.85","20.26","1171.09","6594.22","Payments","0.00","0.00","222.03","0.00","14.13","10.91","0.00","222.08","0.00","0.00","25.10","494.25","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hanson","Invoice Charges","235.74","1.00","129.88","0.60","2328.14","10.38","1015.02","892.43","17.58","1631.57","24.47","6286.81","Payments","0.00","223.02","0.00","0.60","24.43","0.00","223.07","0.00","0.00","25.09","0.00","496.21","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hardwick","Invoice Charges","346.25","0.52","0.47","248.05","1.41","2571.11","11.07","1006.94","15.76","1865.24","1638.13","7704.95","Payments","224.01","0.00","0.00","25.02","0.00","224.06","0.00","0.00","15.76","9.32","224.11","722.28","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Harvard","Invoice Charges","0.00","0.00","339.62","471.20","3.23","250.88","1215.72","9.04","9.04","2096.43","1867.86","6263.02","Payments","0.00","0.00","25.01","0.00","225.05","0.00","0.00","9.04","9.04","232.09","0.00","500.23","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","99.05","0.00","0.00","0.00","0.00","99.10","0.00","198.15","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Harwich","Invoice Charges","445.80","1.89","679.13","4.79","4.65","474.68","132.22","1195.55","11.83","2339.02","2108.92","7398.48","Payments","0.00","0.00","0.00","226.04","0.00","0.00","25.06","0.00","226.09","0.00","0.00","477.19","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","99.04","0.00","0.00","0.00","0.00","99.09","0.00","0.00","198.13","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hatfield","Invoice Charges","0.00","0.00","450.21","923.06","5.12","5.31","238.67","137.36","6.79","2576.21","2344.77","6687.50","Payments","0.00","0.00","227.03","0.00","0.00","5.31","19.74","227.08","0.00","0.00","0.00","479.16","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","99.03","0.00","0.00","0.00","0.00","99.08","0.00","0.00","0.00","198.11","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Haverhill","Invoice Charges","771.87","3.28","2.96","1153.37","7.41","928.80","360.86","248.88","13.54","260.68","2584.34","6335.99","Payments","0.00","228.02","0.00","0.00","7.41","17.63","228.07","0.00","0.00","0.00","25.10","506.23","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","99.02","0.00","0.00","0.00","0.00","99.07","0.00","0.00","0.00","0.00","198.09","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hawley","Invoice Charges","887.68","3.77","760.36","6.46","6.25","1156.53","675.66","360.02","15.14","484.59","264.69","4621.15","Payments","229.01","0.00","0.00","6.46","6.25","241.38","0.00","0.00","0.00","25.09","229.11","737.30","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","99.01","0.00","0.00","0.00","0.00","99.06","0.00","0.00","0.00","0.00","99.11","297.18","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Heath","Invoice Charges","967.32","4.11","874.42","1622.24","14.15","13.68","468.01","667.62","18.56","17.96","618.50","5286.57","Payments","0.00","0.00","25.02","0.00","230.05","0.00","0.00","0.00","18.56","236.62","0.00","510.25","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hingham","Invoice Charges","0.00","0.00","1005.69","1854.15","10.68","1625.58","17.41","464.07","19.93","1071.56","23.58","6092.65","Payments","0.00","0.00","25.01","231.04","0.00","0.00","0.00","25.07","231.09","0.00","0.00","512.21","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hinsdale","Invoice Charges","1224.43","5.20","4.70","2091.94","12.70","1863.17","785.08","24.32","156.43","1173.40","950.24","8291.61","Payments","0.00","0.00","232.03","0.00","0.00","0.00","25.06","232.08","0.00","0.00","0.00","489.17","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Holbrook","Invoice Charges","128.71","0.55","1212.91","2332.26","14.13","2102.35","919.28","932.63","30.36","29.51","1180.69","8883.38","Payments","0.00","233.02","0.00","0.00","0.00","25.05","233.07","0.00","0.00","0.00","0.00","491.14","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Holden","Invoice Charges","238.27","0.01","126.23","2570.19","11.09","2339.02","1141.53","913.30","29.07","1642.74","36.13","9047.58","Payments","234.01","0.00","0.00","0.00","11.09","248.01","0.00","0.00","0.00","0.00","259.21","752.32","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
