"Transaction ID","Transaction Type (Short)","Timekeeper Nickname 1","Time Spent (optional rounding)","Rate Value","Rate Type","Transaction Date","Activity Nickname 1","Quantity","Price","Slip Value","Billing Status","Client Nickname 1","Description","Reference Nickname 1",
"2975","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Cont-Time","Stuff used to glue fingers back on or tape wounds shut",""
"2976","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Cont-Time","Trash Bags, trash bags, and more trash bags",""
"2977","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Cont-Time","Create something new",""
"2978","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Cont-Time","Promise you can do something great",""
"2979","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Cont-Time","Take away wreckage and trash and then sweep up",""
"2980","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Cont-Time","Make something splash and flow",""
"2981","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Cont-Time","Stuff used to make a patio or walkway",""
"2982","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Cont-Time","Stuff used to build structures and other things",""
"2983","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Cont-Time","Stuff used to glue fingers back on or tape wounds shut",""
"2984","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Cont-Time","Trash Bags, trash bags, and more trash bags",""
"2985","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Cont-Exp","Create something new",""
"2986","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Cont-Exp","Promise you can do something great",""
"2987","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Cont-Exp","Take away wreckage and trash and then sweep up",""
"2988","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Cont-Exp","Make something splash and flow",""
"2989","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Cont-Exp","Stuff used to make a patio or walkway",""
"2990","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Cont-Exp","Stuff used to build structures and other things",""
"2991","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Cont-Exp","Stuff used to glue fingers back on or tape wounds shut",""
"2992","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Cont-Exp","Trash Bags, trash bags, and more trash bags",""
"2993","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Cont-Exp","Create something new",""
"2994","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Cont-Exp","Promise you can do something great",""
"2995","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Cont-Exp","Take away wreckage and trash and then sweep up",""
"2996","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Cont-Exp","Make something splash and flow",""
"2997","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Cont-Exp","Stuff used to make a patio or walkway",""
"2998","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Cont-Exp","Stuff used to build structures and other things",""
"2999","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Cont-Exp","Stuff used to glue fingers back on or tape wounds shut",""
"3000","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Cont-Exp","Trash Bags, trash bags, and more trash bags",""
"3001","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Cont-Both","Create something new",""
"3002","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Cont-Both","Promise you can do something great",""
"3003","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Cont-Both","Take away wreckage and trash and then sweep up",""
"3004","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Cont-Both","Make something splash and flow",""
"3005","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Cont-Both","Stuff used to make a patio or walkway",""
"3006","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Cont-Both","Stuff used to build structures and other things",""
"3007","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Cont-Both","Stuff used to glue fingers back on or tape wounds shut",""
"3008","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Cont-Both","Trash Bags, trash bags, and more trash bags",""
"3009","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Cont-Both","Create something new",""
"3010","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Cont-Both","Promise you can do something great",""
"3011","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Cont-Both","Take away wreckage and trash and then sweep up",""
"3012","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Cont-Both","Make something splash and flow",""
"3013","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Cont-Both","Stuff used to make a patio or walkway",""
"3014","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Cont-Both","Stuff used to build structures and other things",""
"3015","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Cont-Both","Stuff used to glue fingers back on or tape wounds shut",""
"3016","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Cont-Both","Trash Bags, trash bags, and more trash bags",""
"3017","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-MinimumHours","Create something new",""
"3018","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-MinimumHours","Promise you can do something great",""
"3019","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-MinimumHours","Take away wreckage and trash and then sweep up",""
"3020","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-MinimumHours","Make something splash and flow",""
"3021","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-MinimumHours","Stuff used to make a patio or walkway",""
"3022","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-MinimumHours","Stuff used to build structures and other things",""
"3023","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-MinimumHours","Stuff used to glue fingers back on or tape wounds shut",""
"3024","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-MinimumHours","Trash Bags, trash bags, and more trash bags",""
"3025","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Percent","Create something new",""
"3026","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Percent","Promise you can do something great",""
"3027","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Percent","Take away wreckage and trash and then sweep up",""
"3028","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Percent","Make something splash and flow",""
"3029","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Percent","Stuff used to make a patio or walkway",""
"3030","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Percent","Stuff used to build structures and other things",""
"3031","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Percent","Stuff used to glue fingers back on or tape wounds shut",""
"3032","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Percent","Trash Bags, trash bags, and more trash bags",""
"3033","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Percent","Create something new",""
"3034","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Percent","Promise you can do something great",""
"3035","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Percent","Take away wreckage and trash and then sweep up",""
"3036","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Percent","Make something splash and flow",""
"3037","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Percent","Stuff used to make a patio or walkway",""
"3038","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Percent","Stuff used to build structures and other things",""
"3039","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Percent","Stuff used to glue fingers back on or tape wounds shut",""
"3040","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Percent","Trash Bags, trash bags, and more trash bags",""
"3041","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Percent","Create something new",""
"3042","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Percent","Promise you can do something great",""
"3043","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Percent","Take away wreckage and trash and then sweep up",""
"3044","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Percent","Make something splash and flow",""
"3045","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Percent","Stuff used to make a patio or walkway",""
"3046","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Percent","Stuff used to build structures and other things",""
"3047","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Percent","Stuff used to glue fingers back on or tape wounds shut",""
"3048","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Percent","Trash Bags, trash bags, and more trash bags",""
"3049","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-ProgressTot","Create something new",""
"3050","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-ProgressTot","Promise you can do something great",""
"3051","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-ProgressTot","Take away wreckage and trash and then sweep up",""
"3052","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-ProgressTot","Make something splash and flow",""
"3053","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-ProgressTot","Stuff used to make a patio or walkway",""
"3054","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-ProgressTot","Stuff used to build structures and other things",""
"3055","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-ProgressTot","Stuff used to glue fingers back on or tape wounds shut",""
"3056","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-ProgressTot","Trash Bags, trash bags, and more trash bags",""
"3057","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-ProgressTot","Create something new",""
"3058","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-ProgressTot","Promise you can do something great",""
"3059","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-ProgressTot","Take away wreckage and trash and then sweep up",""
"3060","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-ProgressTot","Make something splash and flow",""
"3061","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-ProgressTot","Stuff used to make a patio or walkway",""
"3062","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-ProgressTot","Stuff used to build structures and other things",""
"3063","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-ProgressTot","Stuff used to glue fingers back on or tape wounds shut",""
"3064","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-ProgressTot","Trash Bags, trash bags, and more trash bags",""
"3065","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-ProgressTot","Create something new",""
"3066","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-ProgressTot","Promise you can do something great",""
"3067","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-ProgressTot","Take away wreckage and trash and then sweep up",""
"3068","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-ProgressTot","Make something splash and flow",""
"3069","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-ProgressTot","Stuff used to make a patio or walkway",""
"3070","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-ProgressTot","Stuff used to build structures and other things",""
"3071","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-ProgressTot","Stuff used to glue fingers back on or tape wounds shut",""
"3072","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-ProgressTot","Trash Bags, trash bags, and more trash bags",""
"3073","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-ProgressAct","Create something new",""
"3074","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-ProgressAct","Promise you can do something great",""
"3075","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-ProgressAct","Take away wreckage and trash and then sweep up",""
"3076","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-ProgressAct","Make something splash and flow",""
"3077","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-ProgressAct","Stuff used to make a patio or walkway",""
"3078","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-ProgressAct","Stuff used to build structures and other things",""
"3079","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-ProgressAct","Stuff used to glue fingers back on or tape wounds shut",""
"3080","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-ProgressAct","Trash Bags, trash bags, and more trash bags",""
"3081","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-ProgressAct","Create something new",""
"3082","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-ProgressAct","Promise you can do something great",""
"3083","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-ProgressAct","Take away wreckage and trash and then sweep up",""
"3084","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-ProgressAct","Make something splash and flow",""
"3085","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-ProgressAct","Stuff used to make a patio or walkway",""
"3086","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-ProgressAct","Stuff used to build structures and other things",""
"3087","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-ProgressAct","Stuff used to glue fingers back on or tape wounds shut",""
"3088","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-ProgressAct","Trash Bags, trash bags, and more trash bags",""
"3089","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-ProgressAct","Create something new",""
"3090","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-ProgressAct","Promise you can do something great",""
"3091","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-ProgressAct","Take away wreckage and trash and then sweep up",""
"3092","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-ProgressAct","Make something splash and flow",""
"3093","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-ProgressAct","Stuff used to make a patio or walkway",""
"3094","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-ProgressAct","Stuff used to build structures and other things",""
"3095","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-ProgressAct","Stuff used to glue fingers back on or tape wounds shut",""
"3096","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-ProgressAct","Trash Bags, trash bags, and more trash bags",""
"3097","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-InterimTot","Create something new",""
"3098","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-InterimTot","Promise you can do something great",""
"3099","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-InterimTot","Take away wreckage and trash and then sweep up",""
"3100","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-InterimTot","Make something splash and flow",""
"3101","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-InterimTot","Stuff used to make a patio or walkway",""
"3102","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-InterimTot","Stuff used to build structures and other things",""
"3103","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-InterimTot","Stuff used to glue fingers back on or tape wounds shut",""
"3104","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-InterimTot","Trash Bags, trash bags, and more trash bags",""
"3105","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-InterimTot","Create something new",""
"3106","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-InterimTot","Promise you can do something great",""
"3107","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-InterimTot","Take away wreckage and trash and then sweep up",""
"3108","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-InterimTot","Make something splash and flow",""
"3109","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-InterimTot","Stuff used to make a patio or walkway",""
"3110","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-InterimTot","Stuff used to build structures and other things",""
"3111","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-InterimTot","Stuff used to glue fingers back on or tape wounds shut",""
"3112","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-InterimTot","Trash Bags, trash bags, and more trash bags",""
"3113","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-InterimTot","Create something new",""
"3114","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-InterimTot","Promise you can do something great",""
"3115","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-InterimTot","Take away wreckage and trash and then sweep up",""
"3116","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-InterimTot","Make something splash and flow",""
"3117","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-InterimTot","Stuff used to make a patio or walkway",""
"3118","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-InterimTot","Stuff used to build structures and other things",""
"3119","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-InterimTot","Stuff used to glue fingers back on or tape wounds shut",""
"3120","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-InterimTot","Trash Bags, trash bags, and more trash bags",""
"3121","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-InterimAct","Create something new",""
"3122","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-InterimAct","Promise you can do something great",""
"3123","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-InterimAct","Take away wreckage and trash and then sweep up",""
"3124","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-InterimAct","Make something splash and flow",""
"3125","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-InterimAct","Stuff used to make a patio or walkway",""
"3126","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-InterimAct","Stuff used to build structures and other things",""
"3127","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-InterimAct","Stuff used to glue fingers back on or tape wounds shut",""
"3128","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-InterimAct","Trash Bags, trash bags, and more trash bags",""
"3129","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-InterimAct","Create something new",""
"3130","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-InterimAct","Promise you can do something great",""
"3131","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-InterimAct","Take away wreckage and trash and then sweep up",""
"3132","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-InterimAct","Make something splash and flow",""
"3133","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-InterimAct","Stuff used to make a patio or walkway",""
"3134","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-InterimAct","Stuff used to build structures and other things",""
"3135","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-InterimAct","Stuff used to glue fingers back on or tape wounds shut",""
"3136","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-InterimAct","Trash Bags, trash bags, and more trash bags",""
"3137","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-InterimAct","Create something new",""
"3138","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-InterimAct","Promise you can do something great",""
"3139","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-InterimAct","Take away wreckage and trash and then sweep up",""
"3140","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-InterimAct","Make something splash and flow",""
"3141","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-InterimAct","Stuff used to make a patio or walkway",""
"3142","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-InterimAct","Stuff used to build structures and other things",""
"3143","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-InterimAct","Stuff used to glue fingers back on or tape wounds shut",""
"3144","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-InterimAct","Trash Bags, trash bags, and more trash bags",""
"3145","TIME","TomH","1:15:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","126.26","Billable","BA-RoundMin","Create something new",""
